cg1	cg2	cg3	cg4	cg5	cg6	cg7	cg8	cg9	cg10	cg11	cg12	cg13	cg14	cg15	cg16	cg17	cg18	cg19	cg20	cg21	cg22	cg23	cg24	cg25	cg26	cg27	cg28	cg29	cg30	cg31	cg32	cg33	cg34	cg35	cg36	cg37	cg38	cg39	cg40	cg41	cg42	cg43	cg44	cg45	cg46	cg47	cg48	cg49	cg50	cg51	cg52	cg53	cg54	cg55	cg56	cg57	cg58	cg59	cg60	cg61	cg62	cg63	cg64	cg65	cg66	cg67	cg68	cg69	cg70	cg71	cg72	cg73	cg74	cg75	cg76	cg77	cg78	cg79	cg80	cg81	cg82	cg83	cg84	cg85	cg86	cg87	cg88	cg89	cg90	cg91	cg92	cg93	cg94	cg95	cg96	cg97	cg98	cg99	cg100	cg101	cg102	cg103	cg104	cg105	cg106	cg107	cg108	cg109	cg110	cg111	cg112	cg113	cg114	cg115	cg116	cg117	cg118	cg119	cg120	cg121	cg122	cg123	cg124	cg125	cg126	cg127	cg128	cg129	cg130	cg131	cg132	cg133	cg134	cg135	cg136	cg137	cg138	cg139	cg140	cg141	cg142	cg143	cg144	cg145	cg146	cg147	cg148	cg149	cg150	cg151	cg152	cg153	cg154	cg155	cg156	cg157	cg158	cg159	cg160	cg161	cg162	cg163	cg164	cg165	cg166	cg167	cg168	cg169	cg170	cg171	cg172	cg173	cg174	cg175	cg176	cg177	cg178	cg179	cg180	cg181	cg182	cg183	cg184	cg185	cg186	cg187	cg188	cg189	cg190	cg191	cg192	cg193	cg194	cg195	cg196	cg197	cg198	cg199	cg200
0.8286749	0.434706	0.8260964	0.9272078	0.2898251	0.07869114	0.7154562	0.9067004	0.8373359	0.8527147	0.1170236	0.08601337	0.8624072	0.9075263	0.9154404	0.799814	0.7594085	0.05707071	0.8843992	0.9486405	0.861899	0.8968542	0.7826921	0.877178	0.435204	0.9148433	0.4389434	0.8938369	0.4462132	0.875234	0.07376798	0.07669652	0.0650696	0.05765226	0.7838022	0.8861868	0.8066957	0.07710242	0.8443878	0.05340035	0.8582439	0.8608388	0.2161736	0.642722	0.1165919	0.8646817	0.8623397	0.0471443	0.1130045	0.9423361	0.0832618	0.2155882	0.8191553	0.9005848	0.6070907	0.2957085	0.7238714	0.9635705	0.9293845	0.9671528	0.9383548	0.9243142	0.7633716	0.5864074	0.8865305	0.7671407	0.7530807	0.9101146	0.02634228	0.8094572	0.7070034	0.8469548	0.9090443	0.9237522	0.833814	0.9016531	0.9238795	0.1163938	0.1672312	0.3971397	0.856986	0.0970904	0.1661136	0.07659392	0.1924407	0.1833476	0.121956	0.9618495	0.9297531	0.1223278	0.01958118	0.05957575	0.9009696	0.1861505	0.07389575	0.1205706	0.8458539	0.8338597	0.8427758	0.08413405	0.1630847	0.0293177	0.7968529	0.1708237	0.9746499	0.8316619	0.9518383	0.9212325	0.0158548	0.8846337	0.8674201	0.008502852	0.8767378	0.9360976	0.9344233	0.3023699	0.8918708	0.9377971	0.8830773	0.03411537	0.03599374	0.9413025	0.6160888	0.619398	0.8915886	0.8790113	0.1673175	0.8315229	0.1646481	0.8507615	0.2947352	0.8867428	0.8754038	0.1182432	0.9210598	0.8749608	0.08897302	0.9068615	0.4031948	0.6370864	0.103524	0.02071472	0.928091	0.1111524	0.7537797	0.9287472	0.7360697	0.1015119	0.1054957	0.8129466	0.2092237	0.8547399	0.8311992	0.9333867	0.0242249	0.9000182	0.9013067	0.9005076	0.9107215	0.8641263	0.8245236	0.5042158	0.02186611	0.856195	0.9216091	0.8360431	0.7604664	0.7755902	0.8579057	0.03023084	0.0659406	0.8072473	0.03793399	0.06191066	0.9110533	0.2262918	0.905463	0.8414189	0.04186185	0.1258554	0.6924635	0.1731356	0.303885	0.3221501	0.8848891	0.3238064	0.2818613	0.02576849	0.4452234	0.7525409	0.1287703	0.9411444	0.8773271	0.8960714	0.9505957	0.6225364	0.2375879	0.7520187	0.7913036	0.8351272
0.8256053	0.3742328	0.82937	0.9231904	0.2582296	0.06002215	0.7062559	0.904727	0.8273596	0.8686852	0.09469154	0.04935898	0.8618441	0.9213844	0.9087921	0.849196	0.8575388	0.0483694	0.91037	0.9425304	0.8639523	0.9083486	0.7010784	0.869647	0.4425334	0.9093684	0.3382353	0.8821827	0.2807754	0.8150415	0.06890561	0.05744413	0.0544376	0.05935715	0.7606881	0.8441968	0.760957	0.06964327	0.8317589	0.05619781	0.9011253	0.8751901	0.2218693	0.7157363	0.08980922	0.8462946	0.7830237	0.03573956	0.09001806	0.7338457	0.07791667	0.1501859	0.8312271	0.8848569	0.6721215	0.2312531	0.6020105	0.9613991	0.9375572	0.9715683	0.9256859	0.9140727	0.7350955	0.5831101	0.8789521	0.7523445	0.6922718	0.9031751	0.02874357	0.7325917	0.6688453	0.8332356	0.9145476	0.9068887	0.8437089	0.8963244	0.9083807	0.1022038	0.1432168	0.3846154	0.8597996	0.08596206	0.1172784	0.1186898	0.1465421	0.1260126	0.1258736	0.9826285	0.9092492	0.05627306	0.02493766	0.05004634	0.9150843	0.1070537	0.05332788	0.08567826	0.7996128	0.9016522	0.6950461	0.05044021	0.128996	0.03071672	0.7072142	0.1385259	0.9710944	0.7978094	0.9436384	0.9008305	0.02507293	0.8471379	0.8766152	0.01228866	0.868561	0.9134763	0.8937787	0.2806328	0.7702614	0.9147242	0.8614884	0.02304642	0.03254105	0.9521897	0.5128592	0.4648805	0.8636848	0.9159986	0.1375972	0.7848337	0.1143708	0.8727645	0.2064649	0.8663316	0.8405944	0.06702314	0.9221584	0.8433018	0.06511293	0.853938	0.2815236	0.6008006	0.09227122	0.01960413	0.8865546	0.3901505	0.7765781	0.9076955	0.7259302	0.08859014	0.09065129	0.845489	0.1629294	0.8465076	0.7790798	0.9239334	0.02778791	0.8369018	0.8874649	0.8983957	0.8880645	0.8772346	0.8377431	0.504639	0.02808187	0.8290474	0.8973829	0.8127596	0.6551319	0.7087992	0.8673313	0.03727653	0.04861538	0.7987959	0.07391892	0.06707717	0.9625714	0.1918846	0.8710229	0.8650526	0.04166352	0.08285978	0.5131247	0.1221284	0.2155782	0.1848081	0.8933724	0.2844149	0.1932065	0.02463091	0.3938407	0.7249771	0.1339029	0.9278097	0.8523637	0.8804209	0.9472895	0.8300139	0.1243608	0.6581053	0.8279924	0.7992078
0.7336335	0.3480759	0.7870863	0.8868001	0.2564103	0.04779029	0.5214614	0.9072952	0.8125197	0.8463966	0.08539478	0.06441988	0.8513235	0.8389167	0.9365927	0.880873	0.8433708	0.05225782	0.9214141	0.9404685	0.8638298	0.8895428	0.7091047	0.8533065	0.5210416	0.8777255	0.3456647	0.8483676	0.3165351	0.798484	0.1982306	0.04160515	0.05735895	0.06937058	0.6957211	0.8372542	0.708409	0.0617181	0.7231877	0.04516807	0.8186495	0.8300852	0.2954026	0.7381774	0.07817522	0.9091607	0.892078	0.03560582	0.08123698	0.887305	0.06515301	0.1291362	0.7530543	0.8959986	0.5018234	0.2834344	0.7536098	0.9829034	0.9451174	0.9776421	0.9288234	0.9589874	0.6447515	0.545719	0.882873	0.6840687	0.6783993	0.879894	0.01372974	0.6697488	0.7189311	0.7943358	0.9224718	0.9295085	0.8747163	0.9036087	0.8867791	0.09866778	0.1362758	0.5145444	0.8216156	0.07956278	0.1162876	0.01485805	0.1801553	0.1277099	0.1179001	0.9835171	0.9195722	0.04481103	0.01585761	0.04274764	0.8860702	0.1211591	0.04991698	0.08744434	0.8070894	0.9601322	0.5867562	0.06179085	0.1527104	0.08070175	0.7940711	0.1780193	0.9867342	0.8080205	0.9498261	0.9070063	0.01747121	0.8844056	0.8485191	0.009663515	0.8206503	0.9146928	0.9287449	0.3073103	0.8471447	0.9363127	0.8444499	0.03703244	0.05347057	0.9627581	0.4512236	0.4302655	0.8466644	0.8622887	0.1173648	0.7431649	0.1141229	0.8184159	0.2578837	0.8197204	0.8841515	0.05824904	0.9016214	0.842557	0.07881957	0.910431	0.3207497	0.4993437	0.07756963	0.01818469	0.8982986	0.07914621	0.7396467	0.9121603	0.6392276	0.0627514	0.07823941	0.7313416	0.1371576	0.7689694	0.6961318	0.9016918	0.04478626	0.8262901	0.9459862	0.9024956	0.8746741	0.8682265	0.7919049	0.6775045	0.01519809	0.8455982	0.8913532	0.7411947	0.7697565	0.6972464	0.8774469	0.03701422	0.04847122	0.767881	0.06538786	0.09830048	0.9414011	0.2019231	0.8513951	0.8392464	0.05691927	0.07087756	0.6532665	0.13	0.2111745	0.3412437	0.8352228	0.3351748	0.190151	0.07304832	0.3554799	0.7187716	0.1122582	0.9324177	0.840464	0.9174559	0.9644339	0.7191799	0.1627536	0.7663583	0.7637426	0.8872992
0.8734661	0.3381959	0.8266454	0.9309936	0.2794356	0.05833543	0.7925035	0.9295139	0.8164323	0.8552457	0.08749579	0.06373172	0.8650452	0.6202941	0.9406846	0.8325753	0.5723336	0.06931702	0.9144629	0.9392344	0.8753711	0.9004224	0.678163	0.8483579	0.279682	0.9006115	0.1000406	0.8727336	0.1329617	0.8618761	0.07172521	0.04788432	0.0565978	0.06321301	0.8370831	0.8571991	0.8673785	0.06972323	0.9003281	0.06087038	0.9648551	0.8818623	0.2700259	0.6733899	0.07447707	0.7801976	0.5719271	0.0320392	0.05421437	0.2093043	0.1082569	0.1122652	0.8824878	0.881862	0.5654426	0.1985273	0.08295528	0.9800667	0.9159182	0.9717448	0.9281949	0.940999	0.7735543	0.8257424	0.7936655	0.8648852	0.6762958	0.9372467	0.01812237	0.6814952	0.7735849	0.8274121	0.8927011	0.9302402	0.8722687	0.8721933	0.9007736	0.1038848	0.1578599	0.2183027	0.8599703	0.08507936	0.06207524	0.07939	0.1195217	0.1327885	0.1295985	0.9841229	0.9395311	0.0637595	0.03766123	0.0579903	0.9104163	0.09044985	0.06094074	0.06927077	0.7173009	0.9234439	0.7533416	0.08854524	0.08958464	0.06005069	0.4143025	0.1031997	0.9736704	0.8034375	0.9768527	0.9056914	0.02153151	0.872111	0.9019083	0.01698961	0.9133726	0.913487	0.9519133	0.07815556	0.3423432	0.9276201	0.8188785	0.03148148	0.03857109	0.9565069	0.3955184	0.1948448	0.8804907	0.8891671	0.09392162	0.6890061	0.0492988	0.8896373	0.07009451	0.8950108	0.860961	0.06162646	0.9090233	0.8680893	0.08384541	0.8729991	0.1226511	0.5011233	0.06631336	0.02773998	0.9166667	0.8421929	0.7653913	0.8958628	0.736503	0.06821798	0.07043682	0.8828848	0.1466451	0.8555968	0.6687312	0.9260848	0.03867889	0.866104	0.9350057	0.8921145	0.870814	0.9218989	0.799535	0.4167269	0.02321851	0.7377936	0.9205902	0.8258466	0.49213	0.6977868	0.8398206	0.05484451	0.05348236	0.720938	0.07086615	0.08826613	0.966464	0.1199253	0.777786	0.8540442	0.04782906	0.05398442	0.1184424	0.0703899	0.1318552	0.2203855	0.8767746	0.1790748	0.1045118	0.06462072	0.3875861	0.6532034	0.205934	0.9490533	0.8731517	0.8759876	0.9617633	0.6425532	0.05731658	0.1167815	0.8433589	0.9271441
0.8054328	0.4373779	0.7941908	0.8859817	0.2894973	0.05986487	0.6428638	0.9100887	0.8114467	0.8225861	0.1076748	0.0580823	0.8422379	0.8528175	0.9430553	0.8445388	0.5354955	0.04467717	0.9187469	0.9354816	0.8309833	0.8842859	0.6893035	0.8374004	0.4210483	0.8702295	0.3197122	0.850271	0.2446682	0.7918887	0.08468052	0.05470348	0.06634904	0.05701754	0.7037398	0.8336055	0.7656724	0.06456835	0.8005587	0.02690541	0.8303887	0.8401922	0.2750215	0.7355387	0.08561365	0.8812547	0.857996	0.04633743	0.05612245	0.8785515	0.07664884	0.133135	0.8679473	0.8757871	0.5233928	0.2677393	0.6572475	0.985922	0.9246802	0.96865055	0.918048	0.9261176	0.6727194	0.6507685	0.885793	0.7723854	0.6500873	0.8754011	0.02046036	0.7125381	0.6760042	0.8586685	0.9305395	0.9104109	0.8671568	0.8850951	0.8783863	0.09630087	0.1358562	0.5079719	0.8507321	0.08539765	0.1266341	0.07201968	0.1865933	0.12878	0.1248056	0.9877872	0.9005659	0.06099835	0.04116671	0.08318167	0.9014249	0.1128368	0.04624277	0.08581111	0.79326	0.9306733	0.770547	0.07143312	0.1441485	0.06089466	0.6859587	0.1589794	0.9714954	0.8105128	0.9611651	0.9118025	0.03034838	0.8331869	0.8671712	0.0196868	0.8506582	0.906202	0.9278067	0.2259977	0.8651163	0.9091029	0.8588781	0.02330535	0.04397112	0.8829346	0.4961993	0.3519238	0.8464347	0.8651392	0.1171451	0.7710314	0.09567241	0.813317	0.1700268	0.8333333	0.8924174	0.05716815	0.9306257	0.8196701	0.07616326	0.8976213	0.290077	0.5362231	0.0594225	0.01629812	0.9114575	0.07723728	0.6799982	0.9047071	0.6182501	0.08342133	0.09131356	0.8116208	0.1638165	0.8267977	0.744117	0.9247092	0.03916483	0.8879042	0.8976344	0.8725996	0.8700866	0.8357635	0.7830268	0.5930528	0.02003598	0.8202158	0.8988503	0.770497	0.6159434	0.7094792	0.844527	0.05397587	0.04795655	0.7849259	0.06167255	0.1019002	0.9253145	0.1687684	0.8871102	0.8486949	0.05636049	0.07684009	0.5378603	0.09693114	0.2045049	0.2382431	0.8531438	0.2297103	0.1691723	0.06553398	0.3664055	0.6973494	0.1231135	0.9297677	0.8163663	0.8774622	0.9665021	0.702023	0.1317752	0.6736553	0.7431128	0.9532262
0.8378591	0.403971	0.8401423	0.9235298	0.2819075	0.06867729	0.6698669	0.9265375	0.790737	0.8679141	0.09973904	0.0523342	0.8419804	0.870029	0.9439135	0.8656501	0.7051427	0.06805788	0.9467596	0.9563311	0.867143	0.908224	0.6799725	0.8732127	0.3794911	0.885179	0.34914	0.9019396	0.2411391	0.8471718	0.08692019	0.04953579	0.07035205	0.06861734	0.7611746	0.860267	0.780348	0.06569403	0.8101133	0.03134671	0.8885708	0.8816628	0.2721342	0.7151771	0.085444	0.8400105	0.7654086	0.02817453	0.06370335	0.7317426	0.08789212	0.1321655	0.8066852	0.9155003	0.5855598	0.252923	0.6419004	0.9756871	0.9216495	0.9814513	0.9402995	0.9568923	0.7307751	0.5421509	0.8827941	0.7595688	0.6790687	0.9023681	0.02149437	0.7620335	0.6937213	0.8629759	0.9248841	0.9103363	0.8771889	0.8947754	0.9174879	0.09383695	0.1493145	0.3860358	0.8529546	0.08855779	0.1269564	0.04624151	0.1528902	0.1307313	0.1250731	0.9868185	0.9083892	0.04220278	0.02886793	0.05078996	0.9083429	0.105675	0.08527908	0.08827098	0.8332537	0.9435423	0.8132741	0.05947151	0.1157524	0.05321989	0.7081615	0.1540571	0.983564	0.8460127	0.9665272	0.9253492	0.02075898	0.8859223	0.8895302	0.01844685	0.8676221	0.9292318	0.9304508	0.189417	0.7686718	0.937933	0.8470657	0.03182398	0.04258555	0.9635704	0.4994174	0.4095215	0.8952982	0.8924419	0.1212842	0.7314849	0.0828971	0.8548785	0.2192069	0.8819921	0.8965879	0.06346855	0.9233094	0.8473318	0.06656008	0.9300031	0.2678481	0.506847	0.06376042	0.01751871	0.9287388	0.3153048	0.7542755	0.8902911	0.6787051	0.08062103	0.08387478	0.85	0.1178593	0.8808417	0.4279476	0.9453671	0.03666667	0.8622769	0.9345914	0.8982072	0.9064988	0.8866615	0.8411966	0.5156191	0.01909556	0.8515565	0.9177949	0.7892577	0.7015166	0.7392044	0.866338	0.04108194	0.0478541	0.7800952	0.05161161	0.0876202	0.954595	0.1758254	0.8840272	0.8497894	0.03851887	0.07071155	0.5834994	0.1052969	0.2052792	0.2952412	0.8729141	0.2769343	0.1927623	0.05162036	0.4002568	0.7503371	0.1311639	0.9429293	0.8243133	0.8869509	0.9530994	0.7284737	0.1337139	0.6690377	0.8013959	0.8674
0.7869464	0.3500285	0.7613886	0.9020622	0.2890056	0.06973568	0.6847495	0.8806775	0.7831146	0.8307931	0.1138019	0.06775036	0.8227987	0.7469897	0.9172681	0.8598387	0.5898191	0.1200543	0.8937693	0.9121146	0.7878285	0.8732378	0.6444318	0.8228089	0.4877397	0.8434622	0.295558	0.8313694	0.2341098	0.8142229	0.1262335	0.06581024	0.09647993	0.0865837	0.6995808	0.8372808	0.7969339	0.07357269	0.8321857	0.04663875	0.8755078	0.8197045	0.3320698	0.6516663	0.1091296	0.7964514	0.7480227	0.06282858	0.09136063	0.6877429	0.0742476	0.1572788	0.8108301	0.8623309	0.4634273	0.2632871	0.4637696	0.9767131	0.91718	0.9565369	0.917827	0.9070851	0.6900944	0.6093434	0.8591067	0.7296067	0.6545464	0.8940541	0.04107096	0.6967376	0.7052074	0.8423116	0.880298	0.8842611	0.8108068	0.8440497	0.8700005	0.1128168	0.1609392	0.3752122	0.8367211	0.1023745	0.1120898	0.1094406	0.1498571	0.1472293	0.1361829	0.971532	0.878539	0.07175286	0.05703375	0.08326589	0.8602981	0.1114101	0.08382901	0.08146439	0.6960409	0.9283621	0.7302502	0.07869519	0.1114525	0.08781806	0.5777646	0.147152	0.9149957	0.7854347	0.9556813	0.8729955	0.04401117	0.7744944	0.8571248	0.02477341	0.8929921	0.8877628	0.9158434	0.1789236	0.6708214	0.8867422	0.8108858	0.05867548	0.0545067	0.9477795	0.4768451	0.3886947	0.8150449	0.8346983	0.1335272	0.7366105	0.1353904	0.8440551	0.1574454	0.8381358	0.8520055	0.06854378	0.8864034	0.8484533	0.0925013	0.8729159	0.2792124	0.5132929	0.09045579	0.03190085	0.891844	0.3592015	0.6985419	0.8806747	0.6685046	0.07967294	0.1041982	0.8167427	0.1678568	0.755386	0.6001149	0.9045088	0.07669345	0.833072	0.925878	0.81016	0.8181296	0.836351	0.749871	0.528	0.04045735	0.7771403	0.8841949	0.7713425	0.6019106	0.6867589	0.7879944	0.06094821	0.06050335	0.706927	0.08363637	0.0741732	0.9444733	0.1587527	0.8052197	0.823569	0.05840687	0.08071403	0.4533431	0.1086914	0.2086536	0.2793452	0.8237438	0.2012016	0.2101227	0.07899039	0.4195594	0.6153067	0.1646924	0.9089287	0.7843718	0.850648	0.9506007	0.6692607	0.1474554	0.5053385	0.78291	0.8565485
0.7830226	0.3519794	0.7409175	0.9035916	0.3013033	0.06451008	0.6457143	0.8906446	0.775497	0.8369955	0.09564756	0.06888212	0.8358754	0.8469499	0.9275297	0.8566405	0.5303772	0.09096338	0.8972442	0.923209	0.8212562	0.8831394	0.7465376	0.8410887	0.4888267	0.8584038	0.348601	0.8398144	0.356827	0.7687034	0.127949	0.05770912	0.100812	0.05498602	0.7278257	0.8446144	0.7218474	0.07259505	0.7679726	0.05258964	0.851052	0.7990205	0.3136589	0.6740522	0.07426347	0.8397218	0.8244604	0.05059128	0.09771847	0.8794305	0.07642499	0.1474957	0.8095294	0.8738332	0.4229126	0.2740578	0.6385564	0.9762866	0.922262	0.9724016	0.906644	0.9145886	0.6880003	0.6690446	0.892386	0.7220472	0.6002214	0.8962721	0.0241773	0.6908837	0.7038822	0.8348603	0.9044935	0.9022338	0.8464465	0.8362107	0.8835402	0.1027171	0.1462111	0.5003708	0.8520866	0.09728309	0.1262183	0.07182746	0.1616819	0.1102725	0.1229108	0.9840875	0.9052266	0.07399143	0.03536708	0.04728503	0.8608022	0.124012	0.07939301	0.08273464	0.7861415	0.9494446	0.6597555	0.07035437	0.1168625	0.03602749	0.7097362	0.1557224	0.9457973	0.7610602	0.9707918	0.9059956	0.03749945	0.8674348	0.8504092	0.01592989	0.8731741	0.9011157	0.9181843	0.2475474	0.8588727	0.8920782	0.8493133	0.05657072	0.06039076	0.9686328	0.4783423	0.367756	0.8122994	0.8433533	0.1260702	0.7521477	0.1451793	0.8089005	0.1911305	0.8223302	0.8846847	0.07592674	0.9084136	0.8527146	0.08146118	0.8795198	0.2623443	0.4733427	0.0780485	0.02366786	0.9084177	0.08773212	0.7026553	0.9029647	0.6157991	0.1065838	0.09744188	0.762987	0.1382023	0.7758788	0.5307263	0.9309099	0.04663759	0.8633355	0.9084995	0.8371611	0.8414599	0.8407028	0.7673857	0.4623319	0.02017099	0.8214795	0.9005123	0.7442846	0.6615638	0.6972229	0.8234168	0.06357672	0.04959944	0.7003585	0.05851801	0.09298246	0.9486891	0.1426907	0.8431602	0.8037135	0.0681603	0.08536908	0.5529378	0.1203471	0.1915205	0.2481127	0.8261144	0.1978899	0.2072926	0.05547621	0.4328246	0.6697937	0.1103849	0.9082605	0.8202916	0.8650947	0.9706773	0.6546613	0.1699602	0.664763	0.7092782	0.8540292
0.8390414	0.4004249	0.8404557	0.9149252	0.2789029	0.06655027	0.7146454	0.9218456	0.8290733	0.8458599	0.08349454	0.04568782	0.8740437	0.9401211	0.9444818	0.8535931	0.7106093	0.08062575	0.9397975	0.9436935	0.860232	0.8833851	0.7096816	0.8876259	0.4744481	0.8887504	0.3424136	0.8920478	0.2111876	0.867778	0.08864625	0.04133607	0.07292945	0.08655429	0.8222119	0.8595175	0.8444612	0.08624016	0.8707912	0.02933358	0.8971654	0.8738384	0.2740973	0.7377286	0.08287107	0.9102997	0.8321542	0.04836535	0.07015152	0.8558457	0.08213689	0.156855	0.8216396	0.9060799	0.6196304	0.2444579	0.5077614	0.9848395	0.9287735	0.979015911	0.9457422	0.9387481	0.7440493	0.6294166	0.8962581	0.7944333	0.6757722	0.9172792	0.02749248	0.7215956	0.7212603	0.8288795	0.9250658	0.9245353	0.906785	0.9164681	0.9101793	0.08761329	0.1411028	0.4967444	0.8809746	0.07649306	0.08790899	0.1012136	0.1404434	0.1274953	0.1197793	0.9839724	0.9448631	0.08654315	0.05681475	0.06499609	0.8764428	0.09582214	0.05814068	0.07682703	0.840698	0.9569005	0.8178205	0.05688254	0.1059415	0.06106651	0.6810271	0.1153846	0.9782373	0.8316121	0.9647468	0.9228811	0.02288841	0.8332496	0.9191018	0.02132415	0.8982258	0.9233244	0.9502129	0.1767487	0.8594028	0.9295119	0.8773336	0.04305158	0.0336357	0.9655467	0.641696	0.3612494	0.8797376	0.8981021	0.1114855	0.8311026	0.1494451	0.9097925	0.2050264	0.8723897	0.8857241	0.05611838	0.9318631	0.8739895	0.06575385	0.9214299	0.3141223	0.5526105	0.08360933	0.01718763	0.9257487	0.1899896	0.7525517	0.9106992	0.6740969	0.08190311	0.080286	0.8670757	0.1775996	0.8448189	0.6294677	0.9129373	0.04341247	0.8960558	0.9303235	0.854198	0.8986534	0.8848397	0.8139559	0.5885057	0.02619505	0.8312933	0.9273567	0.8489103	0.7162473	0.7470059	0.878453	0.06294654	0.03508227	0.7717414	0.07273152	0.07626686	0.9697234	0.126298	0.8792965	0.8224161	0.06005407	0.07137049	0.5079435	0.1184442	0.2114833	0.1881753	0.8719355	0.2025997	0.2042759	0.03915792	0.3848927	0.71344	0.1145785	0.9343556	0.8235499	0.8627521	0.96087114	0.7760542	0.1390164	0.6094204	0.8158098	0.8704444
0.8246726	0.3664045	0.7792398	0.9276996	0.2705614	0.06147144	0.6630301	0.8997488	0.8175754	0.8359386	0.1021954	0.06704377	0.8774879	0.869215	0.9466612	0.8923537	0.8519675	0.09146492	0.9203704	0.9356373	0.8546209	0.9028924	0.7362695	0.8653963	0.4562763	0.8969342	0.3434519	0.8686089	0.2539178	0.8374973	0.1125252	0.06220279	0.0642112	0.07392273	0.7394089	0.8729849	0.7954572	0.06163585	0.7898782	0.03722449	0.8816453	0.852529	0.3111439	0.6784719	0.08549906	0.8911173	0.8522276	0.02742266	0.05152027	0.834545	0.07970949	0.1365679	0.7957476	0.8890376	0.5253299	0.3058221	0.66733	0.9899178	0.9196067	0.9833321	0.9317251	0.9548765	0.7046911	0.6357352	0.8736684	0.7920836	0.6324431	0.9028345	0.02020288	0.6857369	0.7299914	0.8215684	0.92026	0.896602	0.8862087	0.895631	0.900332	0.09611084	0.1324283	0.4479167	0.8594574	0.08980429	0.1338684	0.05457634	0.1785041	0.1078375	0.1241881	0.9908431	0.9268191	0.0687872	0.04209935	0.06340131	0.8923824	0.1089474	0.06255028	0.07726447	0.8019536	0.9536247	0.8216347	0.06451613	0.1154908	0.04693274	0.714592	0.1670613	0.9575635	0.8084118	0.9646515	0.9156732	0.02936579	0.8598604	0.9013606	0.01103387	0.8581723	0.9236137	0.9384985	0.2399281	0.8477644	0.9424317	0.8533461	0.0422162	0.05349183	0.9468186	0.5628068	0.5175062	0.8739083	0.8678616	0.1370825	0.7570749	0.1245197	0.8510323	0.2437433	0.8705837	0.9314786	0.07250956	0.9084894	0.8689643	0.07566223	0.9406922	0.280361	0.645602	0.09572725	0.02048751	0.9204262	0.1798066	0.7585719	0.920603	0.6866549	0.08049762	0.0816244	0.8502694	0.152822	0.8384376	0.777758	0.919678	0.04087193	0.8568272	0.9348029	0.8523679	0.8759064	0.84	0.7901649	0.5675913	0.01125512	0.8274989	0.9110346	0.8041043	0.6602096	0.7242602	0.8534874	0.04292421	0.07586952	0.7050082	0.04998491	0.08901078	0.9420651	0.1897358	0.8839578	0.8529954	0.06325654	0.08028296	0.5809889	0.1092096	0.2197786	0.2547329	0.8400834	0.2515309	0.1711996	0.07193409	0.3929374	0.6950931	0.1209221	0.9318652	0.8553572	0.8865049	0.9577998	0.7334086	0.152531	0.68916	0.819752	0.8433735
0.8906221	0.3335887	0.8193625	0.9293918	0.2033658	0.05949204	0.7707739	0.9235656	0.8262745	0.8485101	0.09085366	0.0585757	0.8834209	0.8706187	0.9372678	0.9016913	0.8485826	0.09471875	0.9343498	0.9497299	0.8590471	0.9065011	0.6955502	0.8734259	0.4152654	0.9059958	0.30736	0.8761833	0.2216132	0.8652617	0.1050534	0.06013414	0.07193396	0.06568985	0.7995146	0.8864825	0.8558809	0.08692372	0.8809357	0.05475528	0.940132	0.8721912	0.3299172	0.741736	0.07238556	0.855296	0.7616099	0.03806523	0.0951548	0.6238708	0.08254872	0.1374352	0.8687272	0.8931641	0.6167715	0.2228938	0.4345109	0.9820877	0.9367934	0.9778887	0.9316816	0.9507748	0.8062158	0.6905294	0.8595496	0.8284137	0.6918932	0.923727	0.01998745	0.7532047	0.7406006	0.8464736	0.9313942	0.9247672	0.891313	0.8978906	0.8890084	0.1002067	0.1549717	0.4507986	0.8636	0.07300866	0.09210224	0.07518797	0.1359739	0.1316223	0.1301101	0.9895068	0.9326742	0.08469606	0.03615137	0.05609269	0.919622	0.1130335	0.060466	0.07880108	0.7599926	0.956436	0.8191038	0.06795393	0.1113291	0.02181323	0.6427171	0.1226059	0.9210779	0.8797685	0.9663996	0.9261656	0.03491628	0.9013775	0.9163002	0.0161776	0.9158968	0.9482669	0.9372513	0.1740206	0.7059507	0.9373267	0.8671762	0.042444	0.05703525	0.9556112	0.5232194	0.3331438	0.8829222	0.9066173	0.1250677	0.6947147	0.128547	0.9045035	0.189806	0.8871645	0.8891509	0.07739476	0.9375508	0.8920969	0.08373148	0.9328941	0.2500942	0.49526	0.08630624	0.02652537	0.9221557	0.5280072	0.7650228	0.924915	0.7535265	0.09582888	0.09765201	0.8912496	0.1519552	0.8594906	0.6476567	0.9414911	0.04473733	0.8808419	0.9291152	0.9015755	0.8722355	0.8969451	0.8198432	0.4773434	0.02259691	0.8265959	0.9392127	0.8332075	0.7250531	0.7246344	0.8427796	0.05414668	0.03903904	0.7398788	0.06457057	0.06561325	0.9681063	0.1497642	0.8470864	0.8612422	0.06561553	0.09254529	0.4556046	0.09014521	0.1728669	0.2016717	0.88557	0.3477996	0.2134069	0.05939684	0.4077683	0.7253107	0.1566671	0.9538637	0.8597236	0.9129555	0.9498227	0.7762727	0.1192569	0.4786808	0.8485156	0.9053425
