cg1	cg2	cg3	cg4	cg5	cg6	cg7	cg8	cg9	cg10	cg11	cg12	cg13	cg14	cg15	cg16	cg17	cg18	cg19	cg20	cg21	cg22	cg23	cg24	cg25	cg26	cg27	cg28	cg29	cg30	cg31	cg32	cg33	cg34	cg35	cg36	cg37	cg38	cg39	cg40	cg41	cg42	cg43	cg44	cg45	cg46	cg47	cg48	cg49	cg50	cg51	cg52	cg53	cg54	cg55	cg56	cg57	cg58	cg59	cg60	cg61	cg62	cg63	cg64	cg65	cg66	cg67	cg68	cg69	cg70	cg71	cg72	cg73	cg74	cg75	cg76	cg77	cg78	cg79	cg80	cg81	cg82	cg83	cg84	cg85	cg86	cg87	cg88	cg89	cg90	cg91	cg92	cg93	cg94	cg95	cg96	cg97	cg98	cg99	cg100	cg101	cg102	cg103	cg104	cg105	cg106	cg107	cg108	cg109	cg110	cg111	cg112	cg113	cg114	cg115	cg116	cg117	cg118	cg119	cg120	cg121	cg122	cg123	cg124	cg125	cg126	cg127	cg128	cg129	cg130	cg131	cg132	cg133	cg134	cg135	cg136	cg137	cg138	cg139	cg140	cg141	cg142	cg143	cg144	cg145	cg146	cg147	cg148	cg149	cg150	cg151	cg152	cg153	cg154	cg155	cg156	cg157	cg158	cg159	cg160	cg161	cg162	cg163	cg164	cg165	cg166	cg167	cg168	cg169	cg170	cg171	cg172	cg173	cg174	cg175	cg176	cg177	cg178	cg179	cg180	cg181	cg182	cg183	cg184	cg185	cg186	cg187	cg188	cg189	cg190	cg191	cg192	cg193	cg194	cg195	cg196	cg197	cg198	cg199	cg200
0.8138247	0.3917608	0.8094165	0.892262	0.3395275	0.07824259	0.6576558	0.9245016	0.8218306	0.8347951	0.1179678	0.07229698	0.8649527	0.9168922	0.9388576	0.838964	0.7158003	0.08758294	0.9135738	0.934143	0.8591022	0.8854434	0.7689691	0.8648926	0.4565493	0.8913159	0.3857888	0.8759016	0.404267	0.8234394	0.1206539	0.06353386	0.06414653	0.07285326	0.7523909	0.8566731	0.7838039	0.08464369	0.8102136	0.0645237	0.8743682	0.8466316	0.2911111	0.690962	0.0829753	0.8493798	0.8440138	0.03449963	0.07360893	0.8566297	0.08681031	0.1909562	0.8385385	0.8861818	0.6245806	0.2986468	0.5911164	0.9756801	0.9410585	0.9687365	0.9349973	0.9198071	0.7156411	0.6727233	0.8743744	0.7945222	0.6744524	0.9346174	0.03602923	0.7220031	0.6733828	0.8326714	0.9340223	0.9223383	0.8721398	0.9187292	0.9122076	0.1226826	0.1655097	0.4886864	0.8619725	0.09351796	0.1466913	0.07309322	0.1989163	0.1413585	0.1476914	0.9876948	0.906335	0.0828448	0.04169344	0.05869518	0.896016	0.1402145	0.06459245	0.09597925	0.8201743	0.9420421	0.8124677	0.07834823	0.1285964	0.05235746	0.7283158	0.1672522	0.9782694	0.8334943	0.9707865	0.9153018	0.03134227	0.8473916	0.8696595	0.01665551	0.8588406	0.9198014	0.9399638	0.2830598	0.8437265	0.9330441	0.8612766	0.05164862	0.05464558	0.9699978	0.5488115	0.3829833	0.860482	0.8855853	0.1309496	0.8018762	0.1733267	0.8646432	0.2536732	0.853758	0.8880415	0.09029296	0.9193248	0.8363967	0.08680771	0.9046243	0.3926223	0.5179926	0.08736942	0.01363983	0.901642	0.126935	0.7566531	0.9224365	0.7299846	0.1083551	0.1042156	0.8089269	0.217497	0.8343232	0.7707736	0.93159	0.04420472	0.8596832	0.9326805	0.892412	0.8755088	0.8502412	0.7919459	0.537783	0.02540107	0.8481918	0.9090199	0.8009293	0.7173329	0.7466735	0.8461906	0.04827635	0.07974113	0.743433	0.07305651	0.08996227	0.9506012	0.1846602	0.8752156	0.8451092	0.0700656	0.07653559	0.5783389	0.1253282	0.2565919	0.3150052	0.86518	0.4231935	0.2466621	0.06424911	0.3950863	0.7349548	0.1621089	0.9185732	0.822266	0.8931307	0.9446478	0.6860498	0.16398	0.66673	0.7935991	0.8214716
0.7675017	0.3673993	0.7999328	0.895189	0.3105531	0.07263419	0.6552755	0.9103403	0.8210225	0.8159699	0.1384407	0.08764191	0.8636624	0.8283917	0.9362723	0.8040946	0.8570457	0.07451472	0.9070617	0.9448766	0.8564811	0.8701693	0.7326486	0.8566884	0.4787814	0.8801903	0.329036	0.8692767	0.3206995	0.8391876	0.1041015	0.07141975	0.08041834	0.0698545	0.744563	0.8598843	0.787608	0.08989348	0.8205907	0.06060606	0.8465929	0.8347051	0.305305	0.7435749	0.111941	0.8768846	0.819899	0.03908309	0.123628	0.8285891	0.1007776	0.1557314	0.8111089	0.8940514	0.5175965	0.2845688	0.7096481	0.9770399	0.9403064	0.98262	0.9343868	0.9475401	0.7099102	0.6490326	0.8647254	0.760718	0.7065812	0.8501011	0.02389371	0.6984695	0.7198251	0.8413446	0.9268781	0.91506	0.8995201	0.8962063	0.9044166	0.1096615	0.16317	0.5190944	0.8551177	0.1068272	0.1536637	0.1076171	0.2061623	0.1582843	0.141594	0.9808621	0.9000996	0.0821382	0.04362205	0.06981776	0.8942705	0.1628185	0.07288184	0.1006319	0.7961102	0.9595311	0.8005357	0.08457938	0.1353888	0.08422747	0.7202879	0.1788074	0.9765298	0.8047228	0.9673986	0.8926954	0.02631281	0.8666231	0.870579	0.01111248	0.883571	0.903384	0.9412183	0.2674197	0.8214764	0.9218801	0.8597839	0.05202098	0.05862821	0.9450446	0.5544674	0.4197873	0.8636065	0.8564243	0.1706169	0.7213519	0.1640649	0.8389812	0.2504673	0.8361685	0.8839744	0.08177889	0.9168346	0.8712748	0.1033637	0.9140006	0.3216997	0.5625399	0.1005766	0.02931459	0.9100837	0.3077382	0.7339085	0.9106886	0.6732805	0.06599833	0.1057296	0.8082421	0.1487202	0.8183603	0.6823578	0.9276944	0.04109918	0.855314	0.924464	0.861222	0.885754	0.8457044	0.7878746	0.5610283	0.02479835	0.8322707	0.9085477	0.77619	0.6691037	0.6983383	0.8666322	0.07265383	0.06036371	0.7682689	0.05829838	0.1030227	0.9274325	0.2198003	0.8454539	0.8384218	0.06322312	0.100734	0.5921251	0.1210254	0.2439183	0.3230093	0.8469985	0.2466826	0.1999304	0.06998211	0.4751213	0.6796439	0.1694444	0.9294793	0.852176	0.9011865	0.9576379	0.7467506	0.1564014	0.6788684	0.7662783	0.908963
0.7900454	0.3691935	0.8436141	0.9320904	0.2963487	0.08563282	0.6228403	0.9360633	0.8354636	0.8693754	0.1388701	0.07930833	0.8510594	0.8323647	0.9254061	0.899213	0.6756381	0.1049387	0.9183428	0.9411023	0.8725848	0.891857	0.7678727	0.8748615	0.4406869	0.9104555	0.3869682	0.9058151	0.333063	0.8179695	0.09913641	0.07838218	0.08575861	0.1097156	0.7554953	0.8611448	0.7434847	0.1158872	0.7707006	0.07797421	0.8435435	0.8525848	0.294964	0.6602115	0.1032676	0.8761803	0.8459637	0.04852104	0.1393931	0.8748261	0.1066521	0.1629952	0.7952203	0.898591	0.6147541	0.2866552	0.7200949	0.9789711	0.9653194	0.9759389	0.9468319	0.9211168	0.68342	0.5864115	0.8907217	0.7286162	0.7108415	0.8851165	0.01989518	0.7188517	0.6807643	0.8709013	0.9441268	0.9174944	0.8757764	0.9186414	0.9218584	0.1345671	0.1718719	0.5642939	0.856583	0.1345194	0.1843911	0.07185185	0.2307692	0.1604644	0.154749	0.9888101	0.9202251	0.1419319	0.04350649	0.07709551	0.8977669	0.167243	0.07655302	0.1308832	0.8244197	0.9355665	0.7458153	0.1080503	0.1370407	0.0883244	0.7827805	0.2136289	0.9581501	0.8184255	0.9683262	0.8999569	0.02824173	0.9018032	0.877188	0.03602475	0.8905091	0.9328039	0.9342406	0.3138928	0.8411698	0.9320416	0.8839214	0.0479164	0.04777303	0.972283	0.6034561	0.4764692	0.8741145	0.8891668	0.1553971	0.7672848	0.1765603	0.8536134	0.2339865	0.8665197	0.9212431	0.08234026	0.9322628	0.875571	0.09464429	0.8969477	0.3978477	0.6700589	0.1126324	0.03049414	0.9013345	0.1839839	0.7729408	0.8982951	0.6899633	0.1491132	0.114052	0.8387161	0.1803333	0.7930108	0.558075	0.9339525	0.05582147	0.8592573	0.9542353	0.891388	0.9050312	0.8555834	0.8385394	0.5292393	0.03978523	0.8704628	0.9250593	0.7778811	0.7657356	0.7315035	0.8192399	0.06263617	0.07236775	0.7852995	0.07602542	0.09381723	0.9383067	0.2547589	0.8878019	0.8532436	0.08349744	0.1010245	0.6500645	0.1596821	0.2509281	0.3790844	0.8816777	0.3131797	0.2609597	0.08852038	0.5068522	0.7319361	0.1631007	0.9478895	0.8411144	0.8901874	0.948099	0.7615618	0.2296113	0.7625341	0.8014097	0.8372251
0.8528076	0.323873	0.8311715	0.9008684	0.2406863	0.05186533	0.7400312	0.8950213	0.7979856	0.8352067	0.07516287	0.04943654	0.8344551	0.8321694	0.9270713	0.8165099	0.5952869	0.05202639	0.9450793	0.9167506	0.8314184	0.8762897	0.5948333	0.8336686	0.339563	0.888191	0.1509325	0.85825	0.2093265	0.824385	0.06681979	0.03414443	0.05440316	0.0629108	0.7165282	0.826252	0.8272083	0.06223202	0.8388948	0.0315163	0.9337016	0.8782164	0.2399235	0.6147248	0.06202899	0.76386	0.5019084	0.04526603	0.06320097	0.3794325	0.05736224	0.1282291	0.8054755	0.8682843	0.5893727	0.209732	0.2669068	0.978069	0.9096484	0.9726015	0.9284821	0.9579964	0.772629	0.677093	0.8353795	0.7954211	0.632718	0.8810205	0.02570462	0.7277372	0.6379401	0.8186198	0.8844273	0.9058532	0.8379855	0.8609938	0.8905555	0.07445385	0.1421372	0.3415075	0.8503168	0.07519011	0.07200878	0.05776256	0.1260737	0.1061798	0.1105175	0.9859779	0.9059647	0.05412085	0.02541522	0.06146776	0.8886148	0.07786158	0.04750949	0.06489489	0.6821991	0.9337288	0.6229146	0.06717254	0.07799356	0.05493437	0.5067766	0.105188	0.9579741	0.8256551	0.9624161	0.8896354	0.02240532	0.8402393	0.8421053	0.01515562	0.8546223	0.9038431	0.9394066	0.08999906	0.3057245	0.9215714	0.7797995	0.03673321	0.03734403	0.9587017	0.4066919	0.1866578	0.8559589	0.8796974	0.09090909	0.7304869	0.05787675	0.8805144	0.1109832	0.8828716	0.8611864	0.06494339	0.8783624	0.80251	0.07526146	0.8755046	0.1307564	0.4715157	0.06349625	0.0312364	0.92622	0.6806616	0.75492	0.8949187	0.6884686	0.08195876	0.06923866	0.8301253	0.1475989	0.8561671	0.697049	0.9099585	0.02659046	0.8312776	0.9092724	0.8480521	0.8373337	0.8811392	0.7902117	0.5022491	0.02691144	0.6906621	0.8963981	0.7900014	0.5320855	0.6588374	0.8425672	0.05156898	0.03927099	0.6894413	0.06090051	0.06256774	0.9511923	0.08904557	0.7695151	0.7933491	0.08571663	0.06072361	0.2541899	0.05788051	0.1228988	0.1650859	0.8475601	0.1680356	0.1049436	0.02999263	0.3477904	0.6630373	0.2017411	0.9358783	0.8453643	0.8625553	0.9452152	0.5663576	0.06503309	0.2936674	0.7808295	0.8253275
0.7817707	0.3713407	0.8112873	0.9093072	0.3315222	0.06122801	0.652009	0.9082385	0.8260894	0.85059	0.0992074	0.06784414	0.8896635	0.791397	0.9201849	0.872518	0.6599021	0.0789272	0.8869258	0.951048	0.8497308	0.9078032	0.7394389	0.8432372	0.5063586	0.8977574	0.3041097	0.8764035	0.316744	0.8339001	0.07591034	0.04723712	0.09472073	0.05452347	0.804391	0.8547266	0.7763125	0.05661291	0.8303444	0.03965387	0.8341767	0.8190765	0.2825918	0.8072512	0.09444404	0.8689643	0.7520325	0.04707664	0.05635838	0.7468305	0.07606061	0.1454756	0.8088413	0.8793083	0.4738811	0.2404513	0.6161857	0.9737503	0.9403068	0.9540368	0.9353493	0.9269825	0.691853	0.6772355	0.8608537	0.805132	0.7802027	0.8995998	0.02516332	0.7711305	0.6883333	0.8689675	0.9297594	0.9220033	0.8432065	0.9007106	0.9054097	0.1103904	0.1553289	0.5234689	0.8340332	0.07302474	0.1220877	0.1126979	0.2545854	0.1711851	0.1490604	0.9918801	0.9090472	0.05275498	0.0308541	0.09072182	0.9173829	0.1300748	0.07042254	0.08522078	0.755033	0.9194275	0.7802792	0.05961372	0.1183127	0.09665252	0.7315342	0.1980114	0.9885889	0.7573756	0.960712	0.914014	0.022997	0.8206145	0.8485952	0.001321521	0.8554913	0.9410416	0.9039674	0.2384698	0.7737641	0.9250411	0.8392259	0.03218567	0.04669007	0.9300395	0.5157571	0.3903067	0.8772946	0.8799975	0.1405919	0.7127032	0.1375859	0.8710855	0.2461386	0.8226459	0.8656195	0.06615289	0.9135624	0.8753869	0.08529957	0.8972998	0.333364	0.5541562	0.08722722	0.01546982	0.9103533	0.3989435	0.7187598	0.9081118	0.7130471	0.1052196	0.09425544	0.8474157	0.1372482	0.8170524	0.8005065	0.8870479	0.03380421	0.8335422	0.8629442	0.8803324	0.8788483	0.8763421	0.7713387	0.5928603	0.02159633	0.7801665	0.9048816	0.7960356	0.7204642	0.7362288	0.8117226	0.04241974	0.05649394	0.8167825	0.04549753	0.1291936	0.9593681	0.2572614	0.8926911	0.8562226	0.05893146	0.07990231	0.5439857	0.123617	0.286097	0.4107101	0.874208	0.3091211	0.1734926	0.1124404	0.4021603	0.6680651	0.1468512	0.9292527	0.8764738	0.8961952	0.9585631	0.8480008	0.1761835	0.6361468	0.7662266	0.8594297
0.7771407	0.3876659	0.8040929	0.9113649	0.3073153	0.05994752	0.6360494	0.9310067	0.8104517	0.8356727	0.1008571	0.06622326	0.8715207	0.9049905	0.9283368	0.8463502	0.7004305	0.09978098	0.9049249	0.9291988	0.8359988	0.9026581	0.7353411	0.8504053	0.480314	0.8970287	0.3238072	0.8796811	0.281855	0.7878527	0.1217949	0.0568621	0.0794061	0.07945827	0.7784487	0.8512863	0.7727609	0.04478933	0.8221212	0.04664236	0.8720148	0.8492828	0.3517822	0.6983074	0.08284186	0.82977	0.8404131	0.03947473	0.1003594	0.9069141	0.08779193	0.1465961	0.8273776	0.8830547	0.6155521	0.2502535	0.6520502	0.973562	0.9075411	0.9759058	0.9368236	0.9308963	0.7097184	0.6281947	0.8900524	0.7732754	0.7331859	0.8647786	0.01518738	0.7105542	0.7362196	0.8570973	0.936717	0.9012451	0.8865489	0.9052891	0.892535	0.1029544	0.1410958	0.3623148	0.854568	0.09396502	0.1087556	0.06145967	0.1923419	0.1362917	0.1453109	0.9933721	0.9094836	0.05634695	0.03463675	0.06761275	0.8981925	0.128828	0.05750537	0.0854218	0.7889287	0.9282829	0.7184545	0.06702708	0.1224457	0.07121899	0.7600553	0.1508153	0.9721096	0.7933461	0.9669659	0.924844	0.0273671	0.8811573	0.8484121	0.01063041	0.8754039	0.9279289	0.9344954	0.2475472	0.8829455	0.9312906	0.8762496	0.04778677	0.03992095	0.9664209	0.5460287	0.4725412	0.866236	0.8771617	0.1435969	0.6881641	0.129303	0.8552426	0.1987989	0.859603	0.8357564	0.06713608	0.9253998	0.8547243	0.0743871	0.8803907	0.3013926	0.4782248	0.09132836	0.01035118	0.910101	0.1156092	0.7235282	0.9146217	0.6640611	0.06542056	0.08614433	0.8420041	0.1503438	0.7851798	0.7424814	0.9213632	0.04650163	0.8628619	0.9308419	0.8945897	0.8870801	0.8742676	0.7744405	0.6070988	0.02545825	0.8315322	0.929351	0.7875243	0.7226344	0.6828576	0.7991698	0.03750602	0.0360924	0.7330378	0.08518886	0.07886111	0.941413	0.1990965	0.8678684	0.8474442	0.04601722	0.07506341	0.570779	0.1054121	0.2270243	0.2482369	0.8571714	0.2653114	0.1917117	0.04906937	0.3566355	0.7112766	0.1245655	0.9359519	0.8453093	0.922343	0.9477038	0.741743	0.1601738	0.7042767	0.7739425	0.8768316
0.8446376	0.4208452	0.8213404	0.9116954	0.3190172	0.08109511	0.7250851	0.9136999	0.816821	0.867732	0.1001245	0.07144739	0.8501911	0.8205128	0.9581385	0.8877611	0.6624259	0.07562793	0.9149047	0.9339384	0.8589005	0.8835286	0.7012468	0.8617861	0.415873	0.9004452	0.3162439	0.8765455	0.3188778	0.8289317	0.09970026	0.05483397	0.08138904	0.08744115	0.7856975	0.8730122	0.7662377	0.09275945	0.803755	0.05572841	0.9015393	0.8587255	0.3013892	0.6959715	0.08807837	0.8330779	0.6838442	0.05918664	0.08389913	0.5857114	0.09231806	0.1630772	0.7974829	0.8922228	0.6122662	0.2661441	0.5158123	0.9877301	0.938329	0.9601198	0.9346432	0.9516712	0.7516736	0.6616663	0.8591185	0.8036411	0.7026024	0.9139736	0.01755594	0.7251987	0.7169643	0.8411156	0.9139897	0.9414302	0.8610214	0.902247	0.9027079	0.1137736	0.1526492	0.4333789	0.8565743	0.09198383	0.1113816	0.03724629	0.1625797	0.1454447	0.1330211	0.9843723	0.9145111	0.09844843	0.03227098	0.07480188	0.8945418	0.1202181	0.04715887	0.1008255	0.8031354	0.9539993	0.7149176	0.07612547	0.1232497	0.05003805	0.5945217	0.1720634	0.9778759	0.807546	0.9686253	0.9073954	0.03056638	0.8561664	0.9081281	0.02031488	0.8821217	0.9373994	0.949783	0.2783443	0.5913534	0.9359443	0.8492119	0.04161008	0.04359015	0.9413126	0.5440515	0.2861107	0.8643236	0.8757827	0.121949	0.7391557	0.1192524	0.8638622	0.1884084	0.8608976	0.9182602	0.07525779	0.9053169	0.8225315	0.09445157	0.9007457	0.2955788	0.6509167	0.08796091	0.03030969	0.9229676	0.5443557	0.8001915	0.9253008	0.7001116	0.0740946	0.08612338	0.8426515	0.2320698	0.8200567	0.6471996	0.9236472	0.04228793	0.8386621	0.9402356	0.8926179	0.8905661	0.8743071	0.7910688	0.5824276	0.01901659	0.8101888	0.9246145	0.869291	0.6850621	0.7484273	0.8402395	0.05329463	0.05273438	0.7704365	0.05396638	0.08551931	0.9533824	0.1812247	0.8470209	0.8340056	0.06747598	0.1012737	0.4702895	0.1217682	0.215305	0.3164359	0.8750837	0.321296	0.1547271	0.08167064	0.4172791	0.7243537	0.1913576	0.9480326	0.8665174	0.9030829	0.9623937	0.6918399	0.1478665	0.5109235	0.7817054	0.9369385
0.8200552	0.3094255	0.8003015	0.8932543	0.2539363	0.03670924	0.6075606	0.902687	0.7971476	0.8570376	0.09405757	0.04223629	0.8098664	0.9024721	0.9186002	0.8782675	0.8476321	0.04831965	0.8944683	0.9339109	0.8587915	0.8920378	0.6810561	0.8477827	0.4169508	0.8993247	0.3068868	0.85686	0.2065276	0.8358937	0.08002812	0.04346694	0.0636038	0.05312581	0.7653257	0.8594126	0.7523122	0.04591664	0.8198232	0.03058799	0.9072519	0.851686	0.2584177	0.7003056	0.06706061	0.8634015	0.8360503	0.0321773	0.053404	0.8478765	0.05966529	0.1211896	0.8344318	0.8931206	0.5484976	0.2402141	0.656049	0.9773572	0.9014591	0.982924	0.9268544	0.9400352	0.6946501	0.6647727	0.8874298	0.7864509	0.6343461	0.8990657	0.01259169	0.7100646	0.6973219	0.8245929	0.925317	0.9175006	0.8712136	0.8769242	0.878907	0.08844627	0.1164087	0.4217562	0.8647324	0.06387243	0.1038807	0.08842158	0.1409101	0.100532	0.1064234	0.9867415	0.9092667	0.0457751	0.02274672	0.04233795	0.8860855	0.09667806	0.04213783	0.05762606	0.7950333	0.9322742	0.7909218	0.05193668	0.11376	0.08165322	0.7194493	0.1194894	0.9447491	0.8218117	0.9742922	0.9140111	0.01522404	0.8642434	0.8537931	0.01375496	0.8819686	0.9133538	0.9394357	0.194068	0.8342956	0.9034315	0.8686217	0.02623295	0.0212917	0.9514901	0.521889	0.4642279	0.8566155	0.8684421	0.09398799	0.7439857	0.09888866	0.8498356	0.1927333	0.8739398	0.8812385	0.05226438	0.9126768	0.8523147	0.06275938	0.9266484	0.2542373	0.4464098	0.06143539	0.01377385	0.9121636	0.1445165	0.720935	0.8944232	0.6530909	0.09402283	0.06833784	0.815267	0.1198129	0.8320108	0.7344872	0.9198152	0.0404405	0.8863413	0.9120536	0.8845823	0.8763134	0.8525001	0.81108	0.4780716	0.01533019	0.8159915	0.9215366	0.7902488	0.3758577	0.7733343	0.8664922	0.03340145	0.04250879	0.7828459	0.02643336	0.07012948	0.9381384	0.1433328	0.8660612	0.8259073	0.0584825	0.05388508	0.5838363	0.07850347	0.157409	0.205707	0.8783649	0.1933172	0.1489804	0.03554701	0.4118534	0.6457508	0.1158709	0.9420239	0.8447669	0.8879882	0.9569663	0.7147505	0.1253644	0.7059051	0.7903714	0.8777506
0.7943905	0.4299254	0.8161184	0.9229606	0.315119	0.04545042	0.6125513	0.9204201	0.8374346	0.8394556	0.08204334	0.05131955	0.8479112	0.8835124	0.9321608	0.8413874	0.8857322	0.05332291	0.9158306	0.9506751	0.8609495	0.8693152	0.7167252	0.8807052	0.43463	0.8967725	0.3347653	0.8565626	0.3360994	0.8195466	0.09552145	0.04677232	0.06767178	0.08394782	0.7588428	0.8537163	0.7383825	0.07964177	0.7896191	0.0229753	0.8403975	0.8727524	0.2551239	0.7403477	0.06923568	0.8532493	0.9015262	0.06735656	0.05861532	0.8737679	0.07310149	0.1214722	0.8196052	0.9007569	0.6307427	0.2682909	0.6427016	0.9847692	0.9238501	0.97410852	0.946016	0.916873	0.6696749	0.5673546	0.8857237	0.72606	0.640387	0.9085141	0.02623195	0.7249981	0.7533922	0.8419579	0.927387	0.9230609	0.8819577	0.9124765	0.9115411	0.08458259	0.1268543	0.4990407	0.868858	0.07479013	0.1165204	0.04252199	0.1614345	0.1446525	0.107052	0.9808081	0.9210206	0.05627227	0.04891472	0.07173391	0.9073138	0.1085036	0.06154883	0.08833323	0.8314771	0.9736025	0.6928507	0.06496295	0.109816	0.05411585	0.7201676	0.1574679	0.9583448	0.7900982	0.9798645	0.9234342	0.03336569	0.8334539	0.8776203	0.01157902	0.8403078	0.923296	0.9401909	0.2609036	0.8398124	0.9424159	0.8774151	0.03267533	0.05000329	0.9788749	0.5559937	0.4695783	0.8762968	0.8957353	0.1149611	0.7518461	0.1351183	0.8741026	0.2224436	0.827978	0.8757638	0.06334389	0.9217257	0.8271259	0.06258401	0.90299	0.2810017	0.4685798	0.07467461	0.02182495	0.9285485	0.1975187	0.7662483	0.9113126	0.6309872	0.05936175	0.08334512	0.8208692	0.1624143	0.8286977	0.8169528	0.9147521	0.04511768	0.8443807	0.9443898	0.8643883	0.8962083	0.847946	0.8264123	0.5704404	0.02654337	0.8487474	0.9181196	0.8478903	0.7284143	0.7397619	0.8493362	0.06451208	0.03616544	0.7926466	0.07216609	0.0874472	0.9327997	0.1559345	0.8765971	0.8453267	0.08233542	0.05766526	0.5679433	0.1186815	0.2488736	0.3554035	0.8717905	0.2337306	0.1424564	0.05921093	0.4071908	0.7654924	0.1154614	0.9330058	0.8152531	0.8752356	0.9700943	0.634737	0.1719242	0.7057644	0.7692072	0.886771
0.8180687	0.3641264	0.794392	0.9123453	0.3059853	0.06483175	0.6821373	0.9120163	0.8217776	0.8488531	0.08373591	0.05682886	0.8606905	0.8531455	0.9328808	0.8231396	0.6681719	0.0585953	0.9164612	0.9428749	0.8601851	0.8926058	0.7214925	0.8501906	0.4647728	0.9006481	0.328683	0.8812747	0.2622726	0.8532521	0.09106409	0.05550031	0.06643514	0.06256298	0.7290974	0.8752412	0.7827722	0.074167	0.8214433	0.05399507	0.8781914	0.862043	0.2700687	0.6887203	0.07426436	0.8317392	0.7821126	0.04210526	0.05487919	0.7653023	0.0654649	0.1387391	0.8791062	0.8809674	0.5514167	0.247557	0.5683373	0.9873854	0.9313182	0.9828812	0.9323981	0.9378576	0.7236544	0.581951	0.8787618	0.7950268	0.6532167	0.8794029	0.008387889	0.7069432	0.7064607	0.8483422	0.9086818	0.8989156	0.8569473	0.9018182	0.8816386	0.09117396	0.1553579	0.3653261	0.8330408	0.08351923	0.1137289	0.1071429	0.1578947	0.1105057	0.1255464	0.9864587	0.8991749	0.06550965	0.024047	0.0399434	0.8959804	0.1099783	0.06569424	0.05935428	0.7951433	0.9316888	0.7968987	0.05852688	0.117254	0.06936416	0.6871217	0.1410243	0.9570674	0.8185021	0.9661829	0.9124932	0.02333889	0.8739007	0.8748289	0.01264673	0.8672566	0.9191005	0.9320257	0.2374418	0.8204009	0.9350152	0.8469107	0.02266771	0.04445047	0.9606403	0.5562181	0.5289555	0.8487594	0.8885065	0.108318	0.7783486	0.1264814	0.8670036	0.2109022	0.8627852	0.8719431	0.06108375	0.9221358	0.8524957	0.0758338	0.88	0.3464521	0.5551673	0.07477646	0.01754524	0.9078392	0.2522134	0.7508664	0.9032815	0.6969151	0.07692308	0.08629126	0.8578707	0.1578022	0.819994	0.7548072	0.916721	0.03849125	0.8307672	0.9386414	0.8809125	0.8554195	0.8710048	0.8136005	0.4904936	0.02219308	0.8585911	0.9199607	0.7903484	0.6539679	0.7563734	0.854448	0.037947	0.04695985	0.7412278	0.05760992	0.07605796	0.9573187	0.1299188	0.8634604	0.8508716	0.07493488	0.0857477	0.5214633	0.09975837	0.2092945	0.1941928	0.8563576	0.2906773	0.1667706	0.03614671	0.3515704	0.7040464	0.1565278	0.9414036	0.7394927	0.877351	0.9487571	0.6616499	0.1580083	0.6011266	0.7778215	0.9297297
0.8113011	0.4110668	0.8177247	0.9109796	0.2585463	0.05194587	0.6894953	0.9139583	0.8235828	0.8751117	0.1090077	0.05827553	0.8701185	0.9218259	0.9439448	0.8938622	0.7330886	0.0802139	0.9238676	0.9387568	0.855573	0.9020947	0.748097	0.8769109	0.4278424	0.9021643	0.3808794	0.8889859	0.2926347	0.8468873	0.1220145	0.04709807	0.1048868	0.07929871	0.7870423	0.9046081	0.8138157	0.08098423	0.8212017	0.04745003	0.9227674	0.8747961	0.327289	0.6715497	0.07440925	0.8696777	0.8329352	0.04201775	0.08524853	0.8037116	0.08900327	0.1504756	0.819357	0.8897063	0.6103575	0.2708536	0.6102238	0.9807798	0.9328965	0.9757408	0.946893	0.9438944	0.7379088	0.6542691	0.8878796	0.7619483	0.7108965	0.9295843	0.01765365	0.7392772	0.7947069	0.8678011	0.9216396	0.9124982	0.8553436	0.90859	0.9146131	0.1015578	0.1600715	0.3928418	0.8510524	0.109198	0.1228581	0.09663754	0.1817507	0.1087179	0.1343505	0.9922802	0.8995218	0.09846598	0.03011423	0.05313814	0.929002	0.1279797	0.05849972	0.108304	0.8019299	0.9375395	0.7004663	0.05786163	0.1203856	0.06170772	0.7072802	0.1734503	0.98058	0.8010914	0.9789998	0.9110612	0.02134246	0.8997029	0.8824068	0.01840491	0.8378875	0.9172056	0.9474552	0.2121511	0.8177756	0.932368	0.8727936	0.04554209	0.04686221	0.9673778	0.5633729	0.5608163	0.8590947	0.8872365	0.1352953	0.7339573	0.1550529	0.838725	0.2242894	0.8868963	0.9020793	0.07927968	0.9239075	0.8734476	0.1034607	0.9017589	0.364466	0.5386732	0.09527113	0.01865601	0.9376653	0.1788309	0.7708467	0.9271047	0.6672121	0.1007109	0.09797037	0.8343434	0.1596937	0.8328774	0.7579936	0.9284306	0.03868817	0.8543569	0.9196623	0.889857	0.8859636	0.8509954	0.8147354	0.585148	0.008162295	0.8382514	0.9314829	0.816646	0.6830831	0.8079646	0.8671339	0.03229868	0.04631234	0.806903	0.0648346	0.0706427	0.957307	0.1737589	0.8484135	0.8216846	0.05388004	0.08215362	0.5742001	0.1209167	0.2331549	0.2882555	0.8850018	0.2865148	0.1845537	0.05223425	0.3856931	0.7445453	0.1308849	0.9535589	0.7915289	0.9038673	0.9531304	0.7286173	0.1572375	0.6617106	0.8171659	0.8599173
